id,title,description,long_description,keywords,city,region,country,address,coordinates,date_start,date_end,url
54724798,Session de formation Croupier via POEI pour le Groupe Marval,Il s'agit d'une information collective autour d'une proposition de formation de Croupier dans le cadre d'une POEI (financement de la formation pris en charge par France Travail)Nous réunissons dan...,"Il s'agit d'une information collective autour d'une proposition de formation de Croupier dans le cadre d'une POEI (financement de la formation pris en charge par France Travail)Nous réunissons dans les locaux du Groupe Marval, les candidats dont le cv a été retenu et nous leur présentons la formation dont voici les détails : - Dates : Du 31 mars au 20 juin 2025 (Stage : 28 avril au 23 mai 2025)- Horaires : du lundi au vendredi- Durée : 12 semaines de formation 100% pratique- Lieu de la formation à Asnières-sur-Seine 92600A l'issue de la présentation, des entretiens individuels sont réalisés. Présentation du Groupe Marval- Présentation de la formation- Entretiens individuels","[""Réunion d'information"", 'La semaine du Tourisme', '1 jeune  1 solution', '#TousMobilisés', 'Découverte secteur / métier', 'Découverte formation', 'Recrutement', 'Pas de diplôme exigé', 'Tout public', 'Résidents en quartier prioritaire de la ville', 'Formation financée', 'CDI', 'en physique']",Paris,Île-de-France,FR,75008 Paris,"{'lon': 2.303662, 'lat': 48.869568}",2025-03-12T08:30:00+00:00,2025-03-12T11:30:00+00:00,https://openagenda.com/semaine-des-metiers-du-tourisme/events/session-de-formation-croupier-via-poei-pour-le-groupe-marval-7979920
48326082,Festival Les Traverses,Festival Les Traverses - Samedi 28 juin,"Festival Les Traverses - Samedi 28 juin Pour célébrer la fin de la saison et le début de l’été, les marionnettes sortent du théâtre et investissent le quartier Saint-Blaise et plus particulièrement, le square des Cardeurs à travers des spectacles, déambulations et ateliers. L’occasion de découvrir des créations et spectacles gratuits tout en partageant un moment convivial ! Événement gratuit en extérieur dans le square des Cardeurs, Paris 20e.",[],Paris,Île-de-France,FR,"45 rue du Clos, 75020 Paris","{'lon': 2.408449, 'lat': 48.858437}",2025-06-28T13:00:00+00:00,2025-06-28T17:00:00+00:00,https://openagenda.com/eteculturel-2025-ile-de-france/events/festival-les-traverses-4461089
91172459,Culture Autrement - atelier : Création sonore - Mon été à Belleville,"Culture Autrement crée et anime des rencontres en Île-de-France (concerts et spectacles avec temps d'échange, ateliers, performances, médiation culturelle) avec tous les publics, petits et grands, et…","Culture Autrement crée et anime des rencontres en Île-de-France (concerts et spectacles avec temps d'échange, ateliers, performances, médiation culturelle) avec tous les publics, petits et grands, non initiés, amateurs et artistes. Culture Autrement donne accès à l’art, à la création et au développement de soi par l’expérience, l’éducation et la production artistiques. ------------ Atelier de création sonore Culture Autrement et le compositeur David Merlo proposent un atelier de création sonore sous casque au cours duquel un(e) à trois participant(e)s pourront jouer avec les sonorités ambiantes du boulevard de Belleville et le transformer en temps réel. A l’aide de différents contrôleurs (un pédalier midi, une tablette tactile et un capteur de gestes), les participant(e)s pourront improviser seul(e)s ou à plusieurs pour s'approprier l'espace sonore environnant et faire l'expérience d'une démarche électroacoustique live. Ces improvisations pourront être enregistrées à la demande et constituer autant de cartes postales sonores souvenirs. ------------ L’atelier création sonore fait partie de Mon été à Belleville (2021, 2022, 2023, 2024, 2025). Il a déjà eu lieu dans le cadre du festival Formes Olympiques de la Ville de Paris (2022, 2023).",[],Paris,Île-de-France,FR,Belleville 75020 Paris,"{'lon': 2.385085, 'lat': 48.871727}",2025-07-09T15:00:00+00:00,2025-07-09T18:30:00+00:00,https://openagenda.com/eteculturel-2025-ile-de-france/events/culture-autrement-atelier-creation-sonore-mon-ete-a-belleville-6330895
6754675,Les fruits de saison,"Pâte à choux, macarons, classiques de la pâtisserie... n'auront plus de secrets pour vous !","Pâte à choux, macarons, classiques de la pâtisserie... n'auront plus de secrets pour vous ! Au menu : - Crumble épicé au kaki - Tatin de mangue au citron vert, coulis fruits de la passion - Feuilleté à la crème d'amande et figue fraîche Merci de vous inscrire en ligne sur le site de L'atelier des Chefs : https://www.atelierdeschefs.fr/cours-de-cuisine/331836/les-fruits-de-saison/",[],Paris,Île-de-France,FR,"27 rue Péclet, 75015 Paris","{'lon': 2.299509, 'lat': 48.841993}",2025-10-03T13:30:00+00:00,2025-10-03T15:30:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/les-fruits-de-saison
96374263,Atelier de cuisine : Au-delà du tofu,"Si le tofu est la star de la cuisine végétale, il n’est pas la seule protéine végétale. Découvrez deux autres protéines savoureuses: le tempeh aux arômes subtils, et le seitan, moelleux et gourmand.","Si le tofu est souvent la star de la cuisine végétale, il n’est pas seul sur le podium des protéines végétales. INSCRIPTION OBLIGATOIRE PAR ICI. Cet atelier vous invite à découvrir deux autres protéines riches et savoureuses : le tempeh, à la texture ferme et aux arômes subtils, et le seitan, moelleux et gourmand. Au programme : un rôti de seitan aux accents traditionnels et un tempeh laqué à l’orange inspiré de la cuisine chinoise, pour voyager entre saveurs familières et exotiques… tout en élargissant votre répertoire veggie avec des techniques pour réussir vos préparations. ATTENTION : Le seitan est fabriqué à partir du gluten de blé, donc il ne convient pas aux personnes intolérantes au gluten. Le tofu n’est pas le seul allié de la cuisine végétale. Le tempeh, originaire d’Indonésie, et le seitan, issu d’une tradition culinaire asiatique ancienne, offrent chacun des textures, saveurs et possibilités uniques qui méritent d’être explorées. Dans cet atelier, vous apprendrez à préparer et à assaisonner ces protéines pour qu’elles révèlent tout leur potentiel : un rôti de seitan généreux, parfait pour un repas convivial ou festif, et un tempeh laqué à l’orange aux notes sucrées-salées, inspiré des plats chinois. Nous verrons ensemble les techniques simples et reproductibles qui transforment ces ingrédients bruts en plats savoureux, tout en gardant une approche accessible pour votre cuisine de tous les jours. Dans la convivialité du centre de yoga, vous manipulerez, cuisinerez et dégusterez vos créations, et repartirez avec de nouvelles idées pour élargir votre palette culinaire au-delà des classiques.",[],Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-09-27T13:00:00+00:00,2025-09-27T15:00:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-au-dela-du-tofu
77342635,Atelier de cuisine : Astuces en pâtisserie végane,"Et si la pâtisserie devenait votre nouveau terrain de jeu? Découvrez comment réussir aussi bien le sucré que le salé - sans œufs, sans beurre et sans lait, en préservant la gourmandise et la texture.","Et si la pâtisserie végétale devenait votre nouveau terrain de jeu ? INSCRIPTION OBLIGATOIRE PAR ICI Dans cet atelier, vous découvrirez comment réussir aussi bien le sucré que le salé… sans œufs, sans beurre et sans lait, tout en préservant la gourmandise et la texture. Nous mettrons ces techniques en pratique en réalisant deux recettes pleines de caractère : des tartelettes aux oignons confits, riches en saveurs et fondantes, et des madeleines citron–pavot au parfum délicat et à la mie moelleuse. Au programme : astuces simples, mise en pratique et dégustation dans une ambiance conviviale. Réussir vos desserts et gourmandises salées sans ingrédients d’origine animale. La pâtisserie végane ne se résume pas à “enlever” certains produits : elle ouvre la porte à de nouvelles combinaisons, textures et saveurs, parfois inattendues, toujours gourmandes. Dans cet atelier, vous découvrirez comment remplacer les œufs, le beurre ou le lait grâce à des alternatives simples et accessibles — aquafaba, purées d’oléagineux, laits végétaux, vinaigre de cidre, graines de lin moulues… — et comment les utiliser pour obtenir des résultats bluffants. Nous expérimenterons ces techniques à travers deux recettes: – Des tartelettes aux oignons confits, au fond de pâte croustillant et à la garniture fondante, pour une touche salée qui sublime un apéritif ou un repas. – Des madeleines citron–pavot, délicatement parfumées et moelleuses, parfaites pour le goûter ou une pause thé raffinée. Vous repartirez avec un bagage de techniques faciles à reproduire chez vous, et l’envie de décliner ces recettes à l’infini. Et bien sûr, nous partagerons ensemble la dégustation des créations dans l’atmosphère chaleureuse du centre de yoga.",[],Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-10-04T13:00:00+00:00,2025-10-04T15:00:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-astuces-en-patisserie-vegane
85537878,Atelier de cuisine : Le Japon veggie,"Envie d’apporter les saveurs délicates du Japon à votre cuisine? Les ingrédients emblématiques transforment les plats simples en véritables explosions de goût: shoyu, miso, gomasio, umeboshi…","Voyage au Japon… en version veggie INSCRIPTION OBLIGATOIRE PAR ICI Envie d’apporter les saveurs profondes et délicates du Japon à votre cuisine végétale ? Dans cet atelier, nous explorerons les ingrédients et condiments emblématiques qui transforment les plats les plus simples en véritables explosions de goût : shoyu, miso, gomasio, umeboshi… Au menu : découverte, dégustation et réalisation de recettes simples pour éveiller vos papilles. La cuisine japonaise se distingue par l’art d’extraire et de sublimer les saveurs grâce à des ingrédients soigneusement choisis. Dans cet atelier, nous plongerons dans l’univers du shoyu (sauce soja fermentée), du miso (pâte de soja riche en umami), du gomasio (mélange de sésame et de sel) et de l’umeboshi (prune salée et acidulée). Vous apprendrez comment les sélectionner, les associer et les doser pour donner une intensité aromatique à vos plats végétaux, que ce soit pour des recettes japonaises authentiques ou pour revisiter votre cuisine quotidienne. Nous préparerons ensemble plusieurs petites réalisations — sauces, accompagnements et plats simples — afin que vous puissiez intégrer ces condiments à vos repas en toute facilité. Le tout se déroulera dans l’ambiance conviviale et attentive du centre de yoga, où la cuisine devient aussi un moment de découverte culturelle et sensorielle.",[],Paris,Île-de-France,FR,28 Rue Planchat 75020 Paris,"{'lon': 2.398318, 'lat': 48.853824}",2025-10-04T08:30:00+00:00,2025-10-04T10:30:00+00:00,https://openagenda.com/la-grande-semaine-vegetale/events/atelier-de-cuisine-le-japon-veggie
15763169,Atelier scolaire : « La fortification bastionnée »,Atelier scolaire : « La fortification bastionnée »,"Après une présentation de la collection et une introduction à la fortification bastionnée devant les maquettes, les enfants construisent une petite maquette d’un front bastionné. Cet atelier permet de découvrir les formes, le vocabulaire (« bastion », « demi-lune », « glacis », etc.) et la conception de la fortification à l’époque de Louis XIV et Vauban. Les élèves repartent ensuite avec leur création !",[],Paris,Île-de-France,FR,Hôtel national des Invalides 75007 Paris,"{'lon': 2.311878, 'lat': 48.857037}",2025-10-17T08:00:00+00:00,2025-10-17T13:00:00+00:00,https://openagenda.com/jnarchi-2025-ile-de-france/events/atelier-scolaire-la-fortification-bastionnee-7324532
92389766,Visite guidée architecturale,Visite architecturale,"À l’occasion des Journées nationales de l’architecture, découvrez le Musée de La Poste au prisme de ses spécificités architecturales : sa conception ""béton apparent"" propre au brutalisme des années 70, sa façade labellisée ""Architecture contemporaine remarquable"", ses espaces intérieurs récemment rénovés sublimant l’esprit brutaliste des origines… Une visite guidée pleine de surprises et d’enseignements ! En savoir plus",[],Paris,Île-de-France,FR,34 boulevard de Vaugirard 75015 Paris,"{'lon': 2.317219, 'lat': 48.841456}",2025-10-18T09:15:00+00:00,2025-10-18T13:45:00+00:00,https://openagenda.com/jnarchi-2025-ile-de-france/events/visite-guidee-architecturale-4142160
65406163,Expérimentations architecturales en réalité virtuelle,"Découverte d’une série de lieux au moyen de casques de réalités virtuelles par le FabLab, ouvert à tous, de 18h à 21h.","Découverte d’une série de lieux au moyen de casques de réalités virtuelles par le FabLab, ouvert à tous, de 18h à 21h.",[],Paris,Île-de-France,FR,"1 Rue Jean Antoine de Baïf, 75013 Paris, France","{'lon': 2.384557, 'lat': 48.827849}",2025-10-17T16:00:00+00:00,2025-10-17T19:00:00+00:00,https://openagenda.com/jnarchi-2025-ile-de-france/events/experimentations-architecturales-en-realite-virtuelle-7431740
